App ID, App Name
24071,Railworks Class 02 Pack
24072,Railworks LightPacific Pack
24073,Railworks 4MT Pack
24074,Railworks CN Scenario Pack01
23130,Mole Control
23140,KrissX
23150,Fluttabyes
23160,Mole Control - Demo
23170,KrissX - Demo
23180,Fluttabyes - Demo
23200,I-Fluid
23300,Yosumin!
23310,The Last Remnant
23319,The Last Remnant
23320,Yosumin! Demo
23330,The Last Remnant Demo
23340,Last Remnant - Demo 2
23350,Last Remnant - Demo 3
23360,FINAL FANTASY XI
23380,Gyromancer
23390,FINAL FANTASY XI
23400,Imperium Romanum: Gold Edition
23410,Imperium Romanum: Gold Edition Demo
23420,Europa Universalis: Rome - Gold Edition
23440,Europa Universalis: Rome - Vae Victis
23450,Grand Ages: Rome
23455,Grand Ages: Rome Expansion
23460,Ceville
23469,Ceville
23470,Grand Ages: Rome - Demo
23480,Ceville - Demo
23490,Tropico 3 - Steam Special Edition
23500,Puzzle Quest: Galactrix
23510,Texas Cheat'Em
23520,Texas Cheat'em Demo
23530,Earth Defense Force: Insect Armageddon
23550,Earth Defense Force Battle Armor Weapon Chest
23551,Earth Defense Force Trooper Special Issue Enforcer Package
23552,Earth Defense Force Aerialist Munitions Package
23553,Earth Defense Force Tactician Advanced Tech Package
23600,Depths of Peril
23610,Depths of Peril Demo
23700,Puzzle Kingdoms
24012,Train Simulator: BNSF ES44AC &amp; SD40-2 Loco Add-On
24021,Train Simulator: Isle of Wight Route Add-On
24022,Railworks Class08
24023,Railworks Class66
24024,Railworks Class158
22634,Worms Reloaded Retro Pack
22635,Worms Reloaded - Soundtrack DLC
22636,Worms Reloaded - Singleplayer DLC
22637,Worms Reloaded - DE Check
22638,Worms Reloaded - PL Check
22639,Worms Reloaded - RU Check
22640,Alien Breed Evolution: Episode 1 Preorder DLC
22641,Alien Breed 2: Assault DLC
22642,Alien Breed 3: Descent DLC
22650,Alien Breed 2: Assault
22658,Alien Breed 2: Assault - PL Check
22660,Alien Breed 2: Assault Demo
22670,Alien Breed 3: Descent
22678,Alien Breed 3: Descent - PL Check
22680,Alien Breed 3: Descent Demo
22690,Worms Reloaded Demo
22700,Sacred 2: Fallen Angel
22800,Far Cry 2: Prima Official eGuide
22803,Assassin's Creed 2 - Prima Official Strategy Guide
22805,Splinter Cell Conviction - Prima Official Strategy Guide
22812,R.U.S.E. - Prima Official Strategy Guide
22813,Fallout: New Vegas - Prima Official Strategy Guide
22814,Arcania Gothic 4 - Prima Official Strategy Guide
22815,Battlefield: Bad Company 2 - Prima Official Strategy Guide
22816,Medal of Honor - Prima Official Strategy Guide
22817,Dead Space 2 - Prima Official Strategy Guide
22818,Bulletstorm - Prima Official Strategy Guide
22819,Dragon Age II - Prima Official Strategy Guide
22821,Assassin's Creed Brotherhood - Prima Official Strategy Guide
22825,Left 4 Dead 2 - Prima Official Strategy Guide
22835,Just Cause 2 - Prima Official Strategy Guide
22845,Prince of Persia: The Forgotten Sands - Prima Official Strategy Guide
22870,Dragon Age: Origins - Prima Official Strategy Guide
22875,Dragon Age: Origins - Awakening - Prima Official Strategy Guide
22880,Mass Effect 2 - Official eGuide
22885,Dragon Age: Origins - Ultimate - Prima Official Strategy Guide
22888,Homefront: Prima Official Strategy Guide
22889,Dungeon Siege III: Prima Official Strategy Guide
22890,BRINK: Prima Official Strategy Guide
22891,Red Faction: Armageddon: Prima Official Strategy Guide
22892,Hunted: Demon's Forge Prima Official Strategy Guide
22893,"Warhammer 40,000: Space Marine Prima Official Strategy Guide"
22894,RAGE Prima Official Strategy Guide
22895,Might and Magic: Heroes VI Prima Official Strategy Guide
22896,Tropico 4: Prima Official Strategy Guide
23100,Buccaneer: The Pursuit of Infamy
23110,Buccaneer: The Pursuit of Infamy Demo
23120,Droplitz
22200,Zeno Clash
22208,Zeno Clash Models
22220,Zeno Clash Demo
22230,Rock of Ages
22300,Fallout 3
22309,Fallout 3
22310,Rogue Warrior
22319,Rogue Warrior
22320,The Elder Scrolls III: Morrowind
22330,The Elder Scrolls IV: Oblivion 
22333,Oblivion Game of the Year DLC
22340,Call of Cthulhu: Dark Corners of the Earth
22350,BRINK
22359,Brink
22360,BRINK Spec Ops DLC
22361,BRINK Psycho Ops DLC
22362,BRINK Doom Pack DLC
22363,BRINK Fallout Pack DLC
22364,Brink Agents of Change DLC
22365,ValveTestApp22365
22370,Fallout 3 - Game of the Year Edition
22400,Fallout 3 - Operation: Anchorage
22410,Fallout 3 - Broken Steel
22420,Fallout 3 - The Pitt
22430,Fallout 3 - Mothership Zeta
22440,Fallout 3 - Point Lookout
22449,Fallout: New Vegas
22450,Hunted: The Demon's Forge
22456,Hunted Assasin Pack
22470,Fallout New Vegas: Courier's Stash
22480,GECK - New Vegas Edition
22500,Spectromancer
22510,Spectromancer: League of Heroes
22520,Spectromancer: Truth & Beauty
22521,Spectromancer: Gathering of Power
22600,Worms Reloaded
22610,Alien Breed: Impact
22618,Alien Breed: Impact - PL Check
22620,Alien Breed: Impact Demo
22630,Worms Reloaded Preorder DLC
22631,Worms Reloaded Puzzle Pack
22632,Worms Reloaded Fort Booster Pack
22633,Worms Reloaded Time Attack Pack
21610,MotoGP 08
21612,MotoGP 08
21620,Neopets: Puzzle Adventure
21630,Age of Booty Demo 
21649,FLOCK!
21650,FLOCK! Demo
21669,Street Fighter IV
21679,Bionic Commando
21699,Resident Evil 5
21730,CSI: Hard Evidence
21750,CSI: NY - The Game
21760,World in Conflict
21780,Driver: Parallel Lines
21800,Tom Clancy's EndWar
21809,Tom Clancy's EndWar
21900,Tom Clancy's H.A.W.X.
21909,Tom Clancy's H.A.W.X.
21910,World in Conflict: Soviet Assault
21920,Wheelman
21929,Wheelman
21930,Tom Clancy's H.A.W.X. - Demo
21940,World in Conflict - Demo
21950,Grey's Anatomy: The Video Game
21960,Far Cry 2: Fortunes Pack
21963,R.U.S.E Mac DLC2
21964,R.U.S.E Mac DLC3
21970,R.U.S.E
21979,R.U.S.E.
21980,Call of Juarez: Bound in Blood
21989,Call of Juarez: Bound in Blood
21990,Teenage Mutant Ninja Turtles
21995,R.U.S.E DLC2
21996,R.U.S.E DLC3
21999,R.U.S.E. - Preorder Bonus Key
22000,World of Goo
22010,World of Goo Demo
22100,Mount & Blade
22110,Mount & Blade Demo
22120,Penumbra: Black Plague
22130,Hearts of Iron II: Complete
22140,Penumbra: Requiem
22150,Europa Universalis III Demo
22160,Europa Universalis: Rome - Demo
22170,Hearts of Iron II Demo
22180,Penumbra: Overture
21040,Watchmen: The End Is Nigh Part 2 Demo
21070,Wanted: Weapons of Fate
21080,Terminator Salvation
21089,Terminator Salvation
21090,F.E.A.R.
21100,F.E.A.R. 3
21110,F.E.A.R.: Extraction Point
21120,F.E.A.R.: Perseus Mandate
21130,Lego Harry Potter
21140,LEGO: Universe
21150,F.E.A.R. 3 Hammer
21160,F.E.A.R. 3 Shredder
21170,Gotham City Impostors
21180,Gotham City Impostors Beta
21200,Gotham City Impostors Double XP - Self
21201,Gotham City Impostors Double XP - Team
21202,Gotham City Impostors Rodeo Pirate Pack
21204,Gotham City Impostors Dress Up Pack
21205,Gotham City Impostors Unlock: Weapon pack (CUT)
21206,Gotham City Impostors Unlock: Character pack (CUT)
21207,Gotham City Impostors Unlock: Gadgets pack (CUT)
21209,Gotham City Impostors Calling Card Pack 1
21210,Gotham City Impostors Calling Card Pack 2
21212,Gotham City Impostors Croc Pet
21213,Gotham City Impostors Gotham Mascot - Pretty Poison
21214,Gotham City Impostors Gotham Mascot - Harlette
21215,Gotham City Impostors Gotham Mascot - Killah Kitteh
21216,Gotham City Impostors Unlock: Premium Card Pack 3
21217,Gotham City Impostors Premium Card Pack 4
21218,Gotham City Impostors Premium Card Pack 5
21219,Gotham City Impostors Premium Card Pack 6
21220,Gotham City Impostors Premium Card Pack 7
21221,Gotham City Impostors Steamy Punk Pack
21222,Gotham City Impostors Mega XP Boost - Solo
21223,Gotham City Impostors Mega XP Boost - Team
21224,Gotham City Impostors Costume Coin Boost - Solo
21300,Gravitron 2
21310,Gravitron 2 - Demo
21400,Project Aftermath
21410,Project Aftermath Demo
21500,Pyroblazer
21510,Pyroblazer Demo
19840,Tom Clancy's Rainbow Six 3: Athena Sword
19890,Heroes of Might and Magic IV - Campaign Editor
19900,Far Cry 2
19910,Tom Clancy's Rainbow Six 2: Rogue Spear - Urban Operations
19930,The Settlers: Rise of an Empire Gold Edition  
19940,The Settlers 6 - Gold Editor
19950,Heroes of Might & Magic V: Editor
19960,Heroes of Might & Magic V: Hammers of Fate Editor
19970,Heroes of Might & Magic V: Tribes of the East Editor
19980,Prince of Persia
19989,Prince of Persia
19990,Shaun White Snowboarding
19999,Shaun White Snowboarding
20004,ValveTestApp20004
20005,ValveTestApp20005
20200,Galactic Bowling
20202,Galactic Bowling
20400,Shattered Suns
20500,Red Faction: Guerrilla Steam Edition
20509,Red Faction Guerrilla
20520,S.T.A.L.K.E.R.: Clear Sky
20530,Red Faction
20540,Company of Heroes: Tales of Valor
20550,Red Faction II
20560,World of Zoo: Creature Creator Demo
20589,"Warhammer 40,000: Dawn of War II - Chaos Rising"
20590,League of Legends
20700,Starscape
20710,Mr. Robot
20720,Starscape Demo
20730,Mr. Robot Demo
20820,Shatter
20828,Shatter Soundtrack
20840,Rugby Challenge
20900,The Witcher: Enhanced Edition
20902,The Witcher: Director's Cut DLC
20920,The Witcher 2: Assassins of Kings Enhanced Edition
20929,The Witcher 2 Pre-Order
20930,The Witcher 2: Bonus Content
21000,LEGO Batman: The Videogame
21010,Watchmen: The End Is Nigh
21019,Watchmen: The End Is Nigh
21020,Watchmen: The End Is Nigh Demo
21030,Watchmen: The End Is Nigh Part 2
21039,Watchmen: The End Is Nigh Part 2
18460,Crazy Machines 1.5 Inventors Training Camp
18470,Helldorado
18480,Mata Hari
18490,The Whispered World
18500,Defense Grid: The Awakening
18507,Defense Grid: Borderlands DLC
18508,Defense Grid: Resurgence Map Pack 1
18509,Defense Grid: Resurgence Map Pack 2 
18510,Defense Grid: The Awakening Demo
18520,Defense Grid: Resurgence Map Pack 3
18521,Defense Grid: Resurgence Map Pack 4
18522,Defense Grid: The Awakening - You Monster DLC
18523,Defense Grid: Containment DLC
18530,Defense Grid: Resurgence Map Pack 1
18531,Defense Grid: Resurgence Map Pack 2
18532,Defense Grid: Resurgence Map Pack 3
18533,Defense Grid: Resurgence Map Pack 4
18534,Defense Grid: The Awakening - Community Levels
18600,Mayhem Intergalactic
18610,Mayhem Intergalactic Demo
18700,And Yet It Moves
18709,And Yet It Moves
18710,And Yet it Moves - Demo
18800,Zero Gear Demo
18820,Zero Gear
19000,Silent Hill: Homecoming
19020,Puzzle Chronicles
19030,Rocket Knight
19060,Rocket Knight Demo
19080,Biozone
19090,Yard Sale Hidden Treasures Sunnyville
19200,Tank Universal
19210,Tank Universal Demo
19320,Space Ark
19330,Space Ark - Demo
19500,Eternity's Child
19510,Eternity's Child Demo
19680,Alice: Madness Returns
19800,Brothers in Arms: Earned in Blood
19810,The Sum of All Fears
19830,Tom Clancy's Rainbow Six 3: Gold Edition
17580,Dystopia
17585,Dystopia Dedicated Server
17590,Dystopia Beta
17595,Dystopia Beta Dedicated Server
17600,Out of the Park Baseball 9
17700,Insurgency: Modern Infantry Combat
17705,Insurgency Mod Dedicated Server
17710,Nuclear Dawn
17714,Nuclear Dawn DLC
17730,Smashball
17760,???
17790,Nuclear Dawn - Dev: Dedicated Server
17800,SpellForce 2: Shadow Wars
17810,SpellForce 2: Dragon Storm
18000,"On the Rain-Slick Precipice of Darkness, Episode One"
18010,"Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness, Episode One Demo"
18020,"On the Rain-Slick Precipice of Darkness, Episode Two"
18030,"Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness, Episode Two Demo"
18040,DeathSpank
18049,Deathspank Pre-order
18050,DeathSpank: Thongs Of Virtue
18052,DeathSpankTOV-DLCPack1
18053,DeathSpankTOV-DLCPack2
18059,Deathspank: Thongs of Virtue
18060,DLC: The Snowy Mountain Dungeon
18061,DLC: Tankko the Warrior
18070,The Baconing
18080,TheBaconing-DLC
18081,TheBaconing-DLC-Mac
18100,Shattered Horizon: Arconauts
18110,Shattered Horizon
18112,Shattered Horizon Dedicated Server
18119,Shattered Horizon Pre-order
18120,Unstoppable Gorg
18300,Spectraball
18310,Spectraball - Demo
18400,Crazy Machines 2
18403,Crazy Machines 2: Back to the Shop Add-On
18407,Crazy Machines 2: Fluid Add-On
18408,Crazy Machines 2 Time Travel Addon
18420,Crazy Machines
18430,Crazy Machines 1.5
18440,Crazy Machines 2 Add-On
18450,Crazy Machines 1.5 New from the Lab
17020,Global Agenda
17030,Global Agenda - Beta
17040,Global Agenda Public Test Client
17050,Global Agenda - Demo
17080,Tribes: Ascend
17095,Tribes: Ascend - Steam Starter Pack
17096,Tribes: Ascend - Steam Premium Pack
17097,Tribes: Ascend - Ultimate Weapons Pack
17100,Children of the Nile
17110,Children of the Nile Demo
17120,Children of the Nile: Alexandria
17140,Hinterland
17180,Mosby's Confederacy
17210,F.E.A.R. 3 (Beta) Hammer
17220,F.E.A.R. 3 (Beta) Shredder
17300,Crysis
17310,Crysis
17311,Crysis Warhead
17312,Crysis Wars
17330,Crysis Warhead
17340,Crysis Wars
17390,Spore
17400,FIFA Manager 09
17410,Mirror's Edge
17420,Warhammer Online: Age of Reckoning
17430,Need for Speed: Undercover
17440,Spore: Creepy & Cute Parts Pack
17450,Dragon Age: Origins
17460,Mass Effect
17480,Command and Conquer: Red Alert 3
17510,Age of Chivalry
17515,Age of Chivalry Dedicated Server
17520,Synergy
17525,Synergy Dedicated Server
17530,D.I.P.R.I.P. Warm Up
17535,D.I.P.R.I.P. Dedicated Server
17550,Eternal Silence
17555,Eternal Silence Dedicated Server
16110,Virtual Villagers 2: The Lost Children
16120,Plant Tycoon
16130,Fish Tycoon
16140,Virtual Villagers: A New Home Demo
16150,Virtual Villagers 2: The Lost Children Demo
16160,Plant Tycoon Demo
16170,Fish Tycoon Demo
16180,Virtual Villagers 3: The Secret City
16190,Virtual Villagers 3: The Secret City Demo
16200,Virtual Families
16210,Virtual Families - Demo
16300,Everyday Shooter
16420,F.E.A.R. 2: Project Origin Demo
16465,F.E.A.R. 2: Reborn
16470,F.E.A.R. 2: Project Origin Demo
16475,F.E.A.R. 2: Project Origin Demo
16479,F.E.A.R. 2: Project Origin
16480,F.E.A.R. 2: Project Origin JP
16500,Chaos Theory
16510,Chaos Theory Demo
16600,Trials 2: Second Edition
16610,Trials 2 Second Edition Demo
16620,Monster Trucks Nitro
16630,Monster Trucks Nitro Demo
16700,Stronghold Crusader Extreme HD
16710,Insecticide Part 1
16720,Velvet Assassin
16730,Legendary
16810,Sid Meier's Civilization IV: Colonization
16830,Sid Meier's Civilization V SDK
16860,Civilization V - Cradle of Civilization Map Pack: Mediterranean
16861,Civilization V - Cradle of Civilization Map Pack: Asia
16862,Civilization V - Cradle of Civilization Map Pack: Americas 
16863,Civilization V - Cradle of Civilization Map Pack: Mesopotamia
16864,Civilization V - Digital Deluxe Content
16865,Civilization V - Civ and Scenario Pack: Mongols (Genghis Khan)
16866,Civilization V - Explorer’s Map Pack
16867,Civilization V - Civ and Scenario Double Pack: Spain and Inca 
16868,Civilization V - Babylon (Nebuchadnezzar II)
16870,Sid Meier's Civilization V: Gods and Kings
16871,Sid Meier's Civilization V - XP2
16872,Civ V Expansion - Gods and Kings
16879,Civ V Gods and Kings Pre-Order
17000,Global Agenda - Beta
15530,AaaaaAAaaaAAAaaAAAAaAAAAA!!! -- A Reckless Disregard for Gravity - Demo
15540,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby)
15550,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby) - Demo
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome
15620,"Warhammer 40,000: Dawn of War II"
15640,"Warhammer® 40,000™: Dawn of War® II (Press Build)"
15660,"Warhammer® 40,000™: Dawn of War® II - BETA"
15669,"Warhammer 40,000: Dawn of War II"
15680,"Warhammer® 40,000™: Dawn of War® II - Single Player Demo"
15700,Oddworld: Abe's Oddysee
15710,Oddworld: Abe's Exoddus
15720,Oddworld: Abe's Exoddus Demo
15730,Oddworld: Abe's Oddysee Demo
15740,Oddworld: Munch's Oddysee
15750,Oddworld: Stranger's Wrath HD
15800,Planet Busters
15810,Planet Busters Demo
15900,7 Wonders II
15902,7 Wonders 2 Demo
15910,Luxor: Amun Rising
15912,Luxor Amun Rising Demo
15920,Luxor 2
15922,Luxor 2 Demo
15930,Luxor 3
15932,Luxor 3 Demo
15940,The Office
15942,The Office Demo
15950,Reaxxion
15952,Reaxxion Demo
15960,Little Farm
15962,Little Farm Demo
15970,Luxor
15972,Luxor Demo
15980,Money Tree
15982,Money Tree Demo
15990,Elf Bowling: Hawaiian Vacation
15992,Elf Bowling: Hawaiian Vacation Demo
16000,Discovery! A Seek & Find Adventure
16002,Discovery! A Seek & Find Adventure Demo
16020,Samantha Swift and the Hidden Roses of Athena
16022,Samantha Swift and the Hidden Roses of Athena Demo
16030,7 Wonders: The Treasures of Seven
16032,7 Wonders - The Treasures of Seven Demo
16040,Luxor: Quest for the Afterlife
16042,Luxor: Quest for the Afterlife Demo
16060,Samantha Swift and the Golden Touch
16062,Samantha Swift and the Golden Touch Demo
16090,Gemsweeper
16098,Gemsweeper - Demo
16100,Virtual Villagers: A New Home
13530,Prince of Persia: The Two Thrones
13540,Tom Clancy's Rainbow Six: Vegas
13560,Tom Clancy's Splinter Cell
13570,Tom Clancy's Splinter Cell: Chaos Theory
13580,Tom Clancy's Splinter Cell: Double Agent
13600,Prince of Persia: The Sands of Time
13620,Tom Clancy's Ghost Recon: Desert Siege
13630,Tom Clancy's Ghost Recon: Island Thunder
13640,Tom Clancy's Ghost Recon: Advanced Warfighter
13650,Tom Clancy's Rainbow Six
13660,Tom Clancy's Rainbow Six 2: Rogue Spear
13700,Savage 2: A Tortured Soul
15000,Tom Clancy's Rainbow Six: Lockdown
15060,Rayman 2 - The Great Escape
15080,Rayman: Raving Rabbids
15100,Assassin's Creed
15120,Tom Clancy's Rainbow Six: Vegas 2
15130,Beyond Good & Evil
15140,Petz Dogz 2
15150,Petz Catz 2
15160,Petz Horsez 2
15170,Heroes of Might & Magic V
15190,Brothers in Arms: Road to Hill 30
15200,Silent Hunter: Wolves of the Pacific
15210,Silent Hunter III
15220,Blazing Angels: Squadrons of WWII
15230,Blazing Angels 2: Secret Missions of WWII
15240,Silent Hunter: Wolves of the Pacific U-Boat Missions
15260,Chessmaster: Grandmaster Edition
15270,Cold Fear
15280,Pacific Fighters
15290,Lost: Via Domus
15300,Tom Clancy's Ghost Recon
15310,The Settlers: Heritage of Kings
15320,IL-2 Sturmovik: 1946
15330,The Settlers: Rise of an Empire
15350,Brain Spa
15360,Call of Juarez: DirectX 10
15370,Heroes of Might & Magic V: Tribes of the East
15380,Heroes of Might & Magic V: Hammers of Fate
15390,Brothers in Arms: Hell's Highway
15396,Brothers in Arms: Hell's Highway
15400,Harvest: Massive Encounter
15500,The Wonderful End of the World
15510,The Wonderful End of the World Demo
15520,AaAaAA!!! - A Reckless Disregard for Gravity
15522,Aaaaa!!! Brutal Concussion
15529,AaaaaAAaaaAAAaaAAAAaAAAAA!!! -- A Reckless Disregard for Gravity
12530,Hunting Unlimited 2008
12540,Mahjongg Investigations: Under Suspicion
12550,Are You Smarter than a 5th Grader?
12560,Ride! Carnival Tycoon
12570,Hot Dish
12580,Dr. Daisy: Pet Vet
12590,Sprint Cars: Road to Knoxville
12600,Midnight Outlaw: 6 Hours to Sun Up
12630,Legend: Hand of God
12640,Drakensang
12650,Fetch It Again
12660,Miss Popularity
12670,Mission Runway
12690,Hunting Unlimited 2010
12710,Overlord: Raising Hell
12720,Turning Point: Fall of Liberty
12750,GRID
12770,Rise of the Argonauts
12790,Damnation
12799,Damnation
12800,FUEL
12810,Overlord II
12819,Overlord II
12820,Overlord II - Demo
12830,Operation Flashpoint: Dragon Rising
12840,DiRT 2
12849,ValveTestApp12849
12850,FUEL - Demo
12860,Ashes Cricket 2009
12880,Operation Flashpoint: Dragon Rising Mission Editor
12890,Operation Flashpoint: Dragon Rising - Demo
12900,Audiosurf
12910,Audiosurf Demo
13000,Ninja Reflex: Steamworks Edition
13010,Ninja Reflex: Steamworks Edition Demo
13120,America's Army 3 Beta
13140,America's Army 3
13180,America's Army 3 Dedicated Server
13200,Unreal II: The Awakening
13210,Unreal Tournament 3: Black Edition
13230,Unreal Tournament 2004
13240,Unreal Tournament: Game of the Year Edition
13250,Unreal Gold
13260,Unreal Development Kit
13500,Prince of Persia: Warrior Within
13510,Tom Clancy's Ghost Recon: Advanced Warfighter 2
13520,Far Cry
11610,Dragon Nest
11900,Lumines
11910,Lumines Demo
11920,Lumines: Advanced Pack
12100,Grand Theft Auto III
12130,Manhunt
12150,Max Payne 2: The Fall of Max Payne
12160,Midnight Club II
12170,Grand Theft Auto
12180,Grand Theft Auto 2
12190,Wild Metal Country
12200,Bully: Scholarship Edition
12219,Grand Theft Auto IV
12220,Grand Theft Auto: Episodes from Liberty City
12230,Grand Theft Auto III
12240,Grand Theft Auto: Vice City
12250,Grand Theft Auto: San Andreas
12260,Max Payne 2 (RU)
12300,Baseball Mogul 2008
12310,Culpa Innata
12320,Sacred Gold
12330,DarkStar One
12340,Jack Keane
12360,FlatOut: Ultimate Carnage
12364,FlatOut: Ultimate Carnage
12370,Jagged Alliance 2: Gold Pack
12380,Jagged Alliance 2 Gold: Unfinished Business
12390,Exodus from the Earth
12392,Exodus from the Earth
12400,Baseball Mogul 2009
12420,Perimeter 2: New Earth
12430,SlamIt Pinball: Big Score
12440,Ankh 2: Heart of Osiris
12450,Ankh 3: Battle of the Gods
12460,BC Kings
12470,Port Royale 2
12480,9th Company - Roots of Terror
12500,Puzzle Quest
12510,Prison Tycoon 3: Lockdown