AppID,App Name,All Review,All Percent,All People
972980,The Cursed Forest Demo,Very Positive,88%,211
970520,Bendy and the Ink Machine: Demo,Very Positive,85%,"1,338"
965950,Pathfinder: Kingmaker - Bloody Mess,Positive,80%,40
962190,Lucid Dream Demo,Positive,84%,33
961840,"Warhammer 40,000: Gladius - Reinforcement Pack",Positive,92%,14
968260,Behind The Schemes: S01E08,Positive,100%,13
968390,Deceit - Vampire Pack,Very Positive,91%,58
907160,Project Skylab,Mostly Negative,25%,27
907290,I’m not a Monster Demo,Very Positive,87%,187
907330,Amulet Zero 零物语 - Optimize,Positive,100%,12
907370,Mirror: The Lost Shards,Overwhelmingly Positive,96%,"1,373"
906590,Dabwoman: When The Dab Isn’t sexist,Positive,84%,25
905730,Soul at Stake - Special Gestures,Positive,92%,14
905940,女神驾到,Mostly Negative,27%,553
905450,NASCAR Heat 3,Mixed,67%,96
904890,Neverliria,Positive,91%,12
904940,Les 4 Alice: Lorange Journey,Positive,100%,10
904960,Cine Tracer,Positive,84%,13
904990,21+,Positive,82%,28
905050,Graviteam Tactics: Raid,Positive,90%,11
905100,Neverliria Demo,Positive,91%,12
904260,Dungeon Fighter Online: Hatsune Miku Crossover Package,Positive,100%,14
904320,My Holiday,Very Positive,97%,117
904440,Type Defense,Positive,100%,14
904500,Grompula,Positive,94%,18
904580,Hiveswap Friendsim - Volume Eight,Positive,100%,17
904600,Small Sister,Mostly Negative,36%,11
903830,Cash Rush,Positive,80%,15
904130,Defense: Abominations,Positive,100%,16
903670,Dogs of War: Kill to Survive,Negative,15%,13
903150,FALL,Positive,100%,11
903160,Wunderwaffe,Positive,100%,12
900790,Bunny Minesweeper,Positive,87%,24
900270,Lonk's Adventure,Positive,100%,26
900280,Black Paradox Demo,Positive,89%,19
899940,校园恋物语|Love in School,Mostly Positive,76%,42
899970,NEKOPARA Extra,Overwhelmingly Positive,98%,"1,201"
900050,Amber's Airline - High Hopes,Positive,89%,28
900090,Beach Volleyball Detectives Part 1,Positive,92%,14
899760,Her,Positive,87%,32
899270,BlamBox,Positive,100%,21
899540,PROTEST,Mostly Positive,78%,14
898700,Aerofly FS 2 - USA South Florida,Positive,90%,11
898730,In The Long Run The Game Demo,Mostly Negative,33%,12
898740,Digital Resistance,Mostly Positive,74%,63
898780,Escape Game,Positive,94%,34
898960,Hyperdimension Neptunia Re;Birth1 New Content 1,Positive,82%,23
899100,SUM,Positive,92%,14
898350,SNIPER TANKS,Positive,100%,10
898450,UBERMOSH:SANTICIDE,Very Positive,96%,65
898570,Ni no Kuni II: REVENANT KINGDOM - Adventure Pack,Positive,100%,19
898580,Premium Bowling,Positive,94%,19
897760,PUT ANNA,Positive,95%,24
897800,Arcane Golf,Positive,95%,22
897820,Reigns: Game of Thrones,Very Positive,83%,345
898030,God's Basement Demo,Very Positive,83%,118
898090,立方杀阵（Cubic Kill Array）,Positive,100%,13
897300,Hacked: Hentai prison,Mostly Positive,77%,18
897690,Ding Dong VR,Positive,100%,21
896670,Ritual on the Eve 前夜祭,Positive,91%,34
896730,Dare Course,Positive,90%,10
896340,To Leave,Positive,100%,19
896460,Lucah: Born of a Dream,Very Positive,100%,71
895920,美丽新世界i Brave New World i,Mostly Positive,71%,114
895990,水时钟,Positive,92%,13
896000,LobotomyCorporation_ArtBook,Positive,100%,39
896030,Fortissimo FA INTL Ver,Mostly Positive,78%,60
896040,The Impure,Positive,95%,22
895470,EW/WE,Positive,89%,19
895530,Detached: Non-VR Edition Demo,Mostly Positive,78%,14
895600,Mojo,Very Positive,93%,62
894930,The Cage 笼,Positive,94%,19
895220,Leaflet Love Story,Very Positive,90%,220
894460,Crimson Gray: Dusk and Dawn,Positive,94%,36
894500,東周列萌志 Philosophic Love－升級包 Update Pack,Positive,100%,33
894540,ShyChess,Positive,87%,16
894630,Final Theory,Mostly Positive,79%,39
894390,Bernie’s Nightmare,Mostly Positive,70%,17
941100,Brawlhalla - Fall Championship 2018 Pack,Very Positive,98%,54
940300,Escape Legacy : Ancient Scrolls,Positive,86%,15
940520,Attractorache,Positive,87%,24
939840,theHunter™: Call of the Wild - Duck and Cover Pack,Positive,89%,49
940130,Red and Blue ~ Cycles of Existence,None,None,1
939340,Maze Of Adventures Demo,Positive,94%,19
939390,The Life of One Dog,Mostly Positive,73%,23
939400,LoveChoice 拣爱,Very Positive,94%,960
939620,Pleasure Puzzle:Portrait,Very Positive,98%,53
938940,天风之光 ~ Touhou Fan of Destiny,Negative,6%,29
939000,Crisis VRigade,Positive,83%,48
939060,Farm Together - Supporters Pack,Positive,96%,29
939070,Carly and the Reaperman Demo,Positive,95%,24
938490,Syrian Warfare: Battlefields,Positive,94%,36
938810,雨鸦 - You are my sanctuary,Positive,100%,19
938030,Glass Masquerade - Inceptions Puzzle Pack,Positive,95%,23
938250,Hentai: The Shell Game,Mostly Positive,78%,28
938300,CuberPunk 2089,Very Positive,95%,61
937890,Assassin's Creed Odyssey - Season Pass,Very Positive,91%,86
937140,Pixel Girl,Mostly Positive,78%,19
937210,МЫЛО УРОНИЛ,Positive,89%,47
937290,Cats Epic Puzzles,Positive,100%,19
936670,The Culling - Original Gangster Founder's Pack,Mixed,51%,88
936750,Fire Place Demo,Mixed,62%,24
935930,Reignfall,Positive,86%,38
935270,Great Hero's Beard,Very Positive,85%,483
935430,Battlerite Royale - Legendary Adventure Pack,Mostly Positive,76%,21
934650,World of Warships - Smith Steam Pack,Mostly Positive,78%,14
934900,The Free Ones Demo,Mostly Positive,78%,187
935070,Sakura MMO,Mostly Positive,75%,24
934540,Pleasure Puzzle:Sexy Girls,Mostly Positive,77%,27
934070,MochiMochi,Positive,100%,20
933610,Euro Truck Simulator 2 - Krone Trailer Pack,Very Positive,82%,364
933690,Trains of the Orient,Negative,18%,22
933504,Season Pass,Mostly Positive,72%,37
933450,Wenjia,Very Positive,92%,195
932980,Axis Football 2018,Mostly Positive,72%,93
933080,Fire Place,Mixed,62%,24
932570,阿比斯的宝藏,Very Positive,90%,52
931920,Hiveswap Friendsim - Volume Eleven,Positive,100%,12
931930,The Haunted Graveyard,Positive,90%,21
931980,Outlaw Hoard,Positive,84%,13
932000,INVERSUS Deluxe Demo,Very Positive,97%,96
932240,Pushing Through...,Positive,93%,16
931460,Ninjin: Clash of Carrots Demo,Positive,100%,20
931670,Noel The Mortal Fate S8,Very Positive,100%,50
930840,东方百问~TouHouAsked,Positive,94%,18
930990,Rainbow Six Siege - Pro League Vigil Set,Positive,100%,31
930660,Shovel Knight - Rival DLC,Positive,100%,29
930780,Blood Card,Very Positive,80%,71
930100,Fox Hime Zero Cosplay Album,Positive,93%,16
930200,The Vagrant Cosplay Album,Mostly Positive,75%,16
930310,Puzzle Plunder,Positive,100%,28
930460,BOLSOMITO,Very Positive,88%,233
893770,Absolver - Adalian Forest Pack,Positive,96%,32
893150,Fury Strike,Mostly Negative,36%,22
893330,Voxel Race,Mostly Positive,72%,48
893510,Waifu Bay Resort,Negative,17%,17
893560,Spire of Sorcery – Character Generator,Positive,89%,19
892830,VRITRA COMPLETE EDITION,Positive,92%,13
893030,Music Racer,Very Positive,93%,801
893110,The mutton horn - Jump jump!,Positive,100%,12
892400,Hiveswap Friendsim - Volume Seven,Positive,100%,16
892550,Beauty and the Beast,Mostly Positive,71%,14
892560,PaulPaul - Act 1,Positive,100%,17
892580,Cuisine Royale - Godfather's cookbook,Positive,94%,17
891730,Monster Hunter: World - Deluxe Kit,Mixed,63%,219
891810,Spintires: MudRunner - American Wilds,Mixed,69%,131
891820,Hidden Folks - Beach Pack,Positive,89%,39
891860,Riddles of the Owls Kingdom,Mostly Positive,76%,47
891900,Horizon Chase Turbo Demo,Very Positive,96%,494
891920,THE ART - Puzzle,Positive,100%,22
891100,Ray of Light,Mostly Positive,72%,22
891130,SUPER FLAIL,Very Positive,93%,75
891230,Planet Coaster - Vintage Pack,Mostly Positive,75%,45
891301,War Thunder - Black Prince Pack,Mixed,41%,17
891510,Love's Sweet Garnish,Very Positive,98%,178
890570,Almost Alive,Very Positive,93%,104
890070,秋色的記憶(體驗版) / Fall...in Love (Demo),Very Positive,98%,68
890300,Kitrinos: Inside the Cube,Positive,87%,24
889590,Archangel™: Hellfire Demo,Mixed,65%,187
889630,A Light in the Dark Prologue Manga,Positive,92%,13
889740,The Oni Sellsword,Positive,93%,43
889770,UnHolY DisAsTeR,Very Positive,89%,73
889800,Bus Driver Simulator 2018 - Hungarian Legend,Positive,91%,12
889820,scrammunism,Positive,96%,29
889170,Battle Royale Builder,Positive,100%,21
889220,A Stickman Reality,Positive,85%,20
889240,Loot Box Simulator,Positive,87%,24
889270,Ninja from Hell vs. Reptiloids,Positive,100%,12
889320,The Plant,Positive,85%,20
889480,Virtual Virtual Reality,Very Positive,96%,199
888701,Varenje - Full Game DLC,Positive,81%,16
888990,Ameagari no Hanaby,Positive,100%,20
889010,Ameagari no Hanaby Demo,Positive,100%,20
889040,FPV Air 2,Very Positive,83%,59
888630,Another Sight,Positive,97%,41
888650,"Northgard - Sváfnir, Clan of the Snake",Very Positive,80%,85
888680,PRO EVOLUTION SOCCER 2019 DEMO,Mixed,43%,"1,568"
887970,Generation Streets,Positive,86%,44
888000,Fox Hime Zero - MoriChan,Positive,100%,31
888040,Metal Fatigue,Very Positive,96%,86
888070,Railroad Tracks,Mixed,60%,28
888180,"The Defector - Artbook, concept and production asset pack",Positive,96%,32
888260,Dabman: When the Haters Dab Back,Very Positive,94%,85
888360,The Vagrant Artbook,Positive,100%,14
887510,Galencia,Positive,100%,17
887530,President Yukino,Very Positive,83%,169
887730,Horde: Zombie Outbreak,Positive,88%,17
887850,TAL: Arctic,Mostly Positive,72%,11
887160,The Sunny Day 晴天,Positive,92%,25
887410,Hurricane Ship Ghost,Positive,100%,11
886460,Outside the Lines,Very Positive,87%,119
886750,Infliction Demo,Very Positive,80%,95
886910,Bus Simulator 18 - Country Skin & Decal Pack,Very Positive,92%,50
886930,Hiveswap Friendsim - Volume Six,Positive,100%,19
886040,Hentai Temple,Mostly Positive,73%,339
886070,Jewel Match Solitaire,Positive,86%,15
886370,Multicellular,Mostly Positive,79%,24
886400,TANGLEWOOD Demo,Positive,92%,26
885780,Legion's Crawl,Positive,82%,17
885790,Ayni Fairyland,Positive,100%,10
885950,Walk on Arrow,Positive,100%,11
885980,Walk on Arrow Demo,Positive,100%,11
885300,Lucy Got Problems Demo,Very Positive,98%,98
885470,Wired,Positive,100%,19
885550,Realm Royale - Alpha Pack,Very Positive,84%,53
885630,Floor Massacre,Mixed,64%,14
885650,The Waters Above: Prelude,Positive,93%,44
885690,Liminal,Mostly Positive,72%,22
885730,Aerial Guardian,Mostly Negative,23%,42
884960,Rolling in the Reef,Positive,100%,14
885090,Digital Siege,Negative,5%,19
885120,Werewolves: Haven Rising,Positive,87%,24
885130,Werewolves: Haven Rising Demo,Positive,87%,24
885140,七人杀阵 - Seven Sacrifices,Mostly Positive,77%,262
884510,Grabity Demo,Positive,100%,15
884640,Mines and Magic,Positive,80%,20
949790,Rogue Bit,Positive,100%,16
950140,Hiding Spot,Positive,100%,19
950160,Miracle Circus 奇迹马戏团,Positive,100%,17
949580,Accurate Segmentation 2,Positive,88%,18
949380,AV-17,Positive,85%,28
948630,Hentai MineSweeper,Very Positive,84%,148
947930,Car Mechanic Simulator 2018 - Porsche DLC,Positive,100%,23
947300,Grim Nights,Very Positive,93%,314
946780,MOMO.EXE 2,Positive,90%,21
946960,Premium Bowling Demo,Positive,94%,19
946970,Scroll Of Taiwu - OST,Very Positive,93%,100
947000,Pinball FX3 - Williams™ Pinball: Volume 1,Positive,86%,45
946380,TheMemory,Positive,85%,14
946610,Pocket Rogues,Positive,96%,33
946090,Hentai Neighbors,Very Positive,89%,68
945190,Pixel Hentai Mosaic Demo,Very Positive,88%,61
944940,Shift Quantum Demo,Positive,92%,13
944220,Gachi Heroes,Very Positive,97%,119
944370,Escape the Enterprise,Mixed,65%,40
943810,Chaos Sector,Positive,94%,18
943420,Coloring Pixels - Farm Pack,Mostly Positive,78%,14
942420,Touhou: Dreaming Butterfly | 东方蝶梦志 Demo,Positive,90%,20
942280,Symbols: A Meadow comic book,Positive,100%,13
941220,Hiveswap Friendsim - Volume Twelve,Positive,100%,11
941241,MYM:Penguin Absa,Positive,100%,19
941410,Touhou: Dreaming Butterfly | 东方蝶梦志,Positive,90%,20
959870,The Monster,Positive,93%,16
959160,Hiveswap Friendsim - Volume Fourteen,Positive,100%,11
958560,Hentai Memory Puzzles,Positive,86%,23
957790,WAR DUST,Very Positive,83%,494
955060,The Watson-Scott Test,Mixed,64%,201
955130,100% Orange Juice - Mei & Natsumi Character Pack,Positive,93%,30
954603,Groove Coaster - MEGALOVANIA,Positive,83%,12
954540,Shadowlings Demo,Positive,85%,21
953230,Quiver Dick's Terrible Tale For Terrible Parents To Read To Their Equally Terrible Children,Positive,97%,37
914980,PAPER FRONT,Positive,95%,22
915100,Night Dive Anniversary Sale,Very Positive,94%,"3,506"
914450,Test Subject 901,Positive,86%,22
914620,Mist Survival,Very Positive,83%,"2,634"
914690,Hentai Shooter 3D,Mostly Positive,78%,138
913910,Nightmare Of Melanie 梅兰妮的噩梦,Positive,94%,19
914000,Tiny Battle Simulator,Positive,100%,14
913590,Dimension Drifter,Positive,93%,16
913600,Galactic Lander,Positive,92%,28
913810,Hiveswap Friendsim - Volume Nine,Positive,100%,18
912890,Fruit Pop,Mostly Positive,73%,34
913090,Rogue Party,Positive,100%,18
912460,Fire Pro Wrestling World: New Japan Pro-Wrestling Collaboration,Mostly Positive,79%,29
912540,Monster Hunter: World - Original Soundtrack,Very Positive,90%,65
912560,PROZE: Prologue,Mostly Positive,72%,58
912600,Speedway Challenge Career,Positive,89%,19
912110,Ashley Clark: The Secrets of the Ancient Temple,Mixed,68%,22
912370,Mahjong Club,Very Positive,82%,178
911550,Din's Legacy,Mostly Positive,78%,19
911540,The Walking Dead: The Final Season Demo,Very Positive,87%,"4,248"
910730,Solid Aether,Positive,93%,16
910880,Mad Tower Tycoon,Very Positive,85%,63
910390,Stay or Leave / 留离,Positive,87%,16
909640,Euro Truck Simulator 2 - Dutch Paint Jobs Pack,Very Positive,96%,52
909720,Overcooked! 2 - Surf 'n' Turf,Mostly Positive,74%,66
909150,Cube Escape: Paradox - Chapter 2,Very Positive,91%,90
909420,NEKOPARA OVA Extra: NEKOPARA Extra OVA Non-Credit Ending Movie,Very Positive,98%,147
909580,Cortex,Mostly Positive,70%,24
909610,SYNTHETIK - Supporter Pack,Positive,100%,17
908650,The Tower of Beatrice Demo,Positive,94%,17
909080,Cube Escape: Paradox,Overwhelmingly Positive,96%,"1,332"
908520,fpsVR,Very Positive,98%,71
907440,Keyhole Spy: Teachers,Mostly Positive,72%,25
919680,SCUM Deluxe,Very Positive,90%,330
919770,Farm Together - Wasabi Pack,Positive,96%,28
919170,Dude Cops,Positive,83%,12
918990,Gladio,Positive,82%,23
918390,Choice of Magics Demo,Very Positive,95%,64
918430,Second Second,Mostly Positive,78%,57
918530,The Dark Room,Very Positive,97%,72
918590,Ocean Nomad: Survival on Raft,Mostly Negative,30%,10
918820,Headliner: NoviNews,Positive,90%,32
918120,A.L.A.N.: Rift Breakers,Positive,100%,10
918130,Entre-Deux: Cursed,Positive,100%,10
918140,Hack the Core,None,None,3
918170,Curiosity,Positive,85%,48
918380,Choice of Magics,Very Positive,95%,64
917660,Cardiganical,Positive,100%,17
916930,Red Crucible 2: Reborn,Mostly Positive,75%,353
916950,Awesome Pea,Positive,95%,21
917000,WORLD  HENTAI,Mostly Positive,73%,23
917013,Groove Coaster - B.B.K.K.B.K.K.,Positive,100%,14
917290,Duck Souls,Positive,97%,48
916390,Team Up,Mostly Negative,25%,12
916000,Hollow Knight - Gods & Nightmares,Very Positive,91%,81
916040,SFD,Positive,100%,27
916130,Meet the Miner - WDR VR Bergwerk,Mostly Positive,72%,22
915600,Them & Us,Mostly Positive,75%,20
925170,DinoTrek,Positive,83%,12
924650,秘封ナイトメアダイアリー ～ Violet Detector.,Mostly Positive,71%,197
924710,Dice Warrior,Positive,100%,12
924890,The Ultimate Clicker Master of the Universe,Positive,91%,34
924240,Them & Us Demo,Mostly Positive,75%,20
924280,BingoBango,Positive,100%,13
923720,东方大战争 ~ Touhou Big Big Battle - Character Pack 0,Positive,84%,26
923840,侠隐行录：困境疑云 - Wuxia archive: Crisis escape,Mostly Positive,74%,71
924020,Spellrune: Realm of Portals,Mostly Negative,26%,34
923470,MOMO.EXE,Very Positive,88%,204
923600,Druid Demo,Positive,92%,26
922520,Blood City,Positive,100%,11
922700,Hidden Animals : Photo Hunt,Positive,100%,14
922430,Hiveswap Friendsim - Volume Ten,Positive,100%,12
921770,HANZ!,Positive,91%,12
921950,Kingdom Come: Deliverance – The Amorous Adventures of Bold Sir Hans Capon,Mostly Negative,33%,296
920810,I ♥ You!,Mostly Positive,74%,59
920850,Battle For Landriel,Positive,91%,12
920520,Sexy Jigsaw,Positive,85%,41
920550,Puzzle Master,Positive,83%,43
920680,Fate Hunters,Mostly Positive,79%,83
211521,Max Payne 3: Hostage Negotiation Pack,Mixed,66%,12
211600,Thief Gold,Very Positive,92%,"1,269"
211720,The Elder Scrolls V: Skyrim - Dawnguard,Very Positive,89%,"1,135"
211740,Thief 2,Very Positive,94%,766
211780,Conflict Desert Storm,Very Positive,80%,388
211800,Dead Hungry Diner,Positive,80%,30
211820,Starbound,Very Positive,91%,"55,770"
211900,Conquest of Elysium 3,Mostly Positive,79%,252
212010,Galaxy on Fire 2™ Full HD,Mostly Positive,72%,722
212030,Kung Fu Strike: The Warrior's Rise,Mostly Positive,79%,619
212041,Kung Fu Strike: The Warrior's Rise - DLC,Positive,100%,11
212050,Resonance,Very Positive,91%,298
212110,Sugar Cube: Bittersweet Factory,Mostly Positive,78%,75
212140,Magical Diary Demo,Very Positive,92%,575
210944,Killing Floor - Golden Weapon Pack 2,Positive,89%,28
210945,Killing Floor - Mrs Foster DLC,Positive,92%,26
210950,Rune Classic,Very Positive,92%,356
210970,The Witness,Very Positive,85%,"5,885"
211010,Alien Shooter 2 Conscription,Mostly Positive,78%,52
211050,Battle vs Chess,Mostly Positive,72%,476
211070,Check vs. Mate,Mostly Positive,72%,476
211180,Unmechanical,Very Positive,92%,251
211260,They Bleed Pixels,Very Positive,87%,"1,844"
211340,Magical Diary,Very Positive,92%,575
211360,Offspring Fling!,Very Positive,88%,122
211420,DARK SOULS™: Prepare To Die Edition,Very Positive,89%,"48,158"
211440,Adventures of Shuggy,Very Positive,89%,248
210720,Blades of Time Demo,Very Positive,86%,333
210740,Analogue: A Hate Story Demo,Very Positive,94%,"1,447"
210770,Sanctum 2,Very Positive,93%,"6,496"
210870,Cloudberry Kingdom,Very Positive,91%,156
210908,Crusader Kings II: The Old Gods ,Mostly Positive,76%,123
210931,Killing Floor - KF Gold - Ash Harding,Positive,84%,38
210932,Killing Floor - Urban Nightmare Character Pack,Positive,86%,23
210933,Killing Floor - Harold Lott Character Pack,Very Positive,96%,78
210934,Killing Floor - Community Weapon Pack 1,Very Positive,89%,78
210936,Killing Floor - Chickenator DLC,Positive,92%,39
210937,Killing Floor - Robot Premium DLC Character,Positive,80%,35
210938,Killing Floor - Golden AK47 Assault Rifle,Positive,84%,32
210113,Street Fighter X Tekken DLC - Additional Characters Pack (12 Chars),Mostly Positive,71%,14
210130,Hegemony Gold: Wars of Ancient Greece,Very Positive,95%,99
210170,Spirits,Mostly Positive,70%,67
210230,Nancy Drew: Tomb of the Lost Queen,Positive,87%,16
210310,Binary Domain Demo,Very Positive,85%,"1,551"
210470,Sniper Elite V2 Demo,Very Positive,87%,"4,504"
210490,Fray,Negative,0%,40
210500,Fray Demo,Negative,0%,40
210550,Angry Birds Space,Very Positive,89%,376
209790,Splice,Very Positive,89%,159
209811,XCOM: Enemy Unknown Elite Soldier Pack,Mostly Positive,78%,211
209812,XCOM: Enemy Unknown: Slingshot DLC,Mostly Positive,78%,183
209830,Lone Survivor: The Director's Cut,Very Positive,88%,649
209870,Blacklight: Retribution,Mostly Positive,74%,"16,302"
209872,Blacklight Starter Pack,Mostly Negative,27%,11
209873,Blacklight: Retribution - Sniper Kit,Mostly Negative,33%,15
209950,Triple Town,Very Positive,92%,426
209360,AZMD! Scorepocalypse ,Mostly Positive,73%,38
209370,Analogue: A Hate Story,Very Positive,94%,"1,447"
209373,Analogue: A Hate Story Soundtrack,Positive,100%,12
209390,Dungeonbowl Knockout Edition,Mostly Negative,22%,40
209460,RAGE The Scorchers DLC,Very Positive,82%,158
209540,Strike Suit Zero,Very Positive,80%,"1,116"
209670,Cortex Command,Very Positive,81%,"1,283"
209690,Fieldrunners,Mostly Positive,75%,84
208981,Dismal Swamp DLC,Positive,80%,10
209060,Drunken Robot Pornography,Very Positive,83%,454
209080,Guns of Icarus Online,Very Positive,92%,"8,194"
209190,Stealth Bastard Deluxe,Very Positive,88%,465
209230,Sherlock Holmes and The Hound of The Baskervilles,Very Positive,83%,115
209270,Hero Academy,Mostly Positive,73%,434
208710,Colour Bind,Mostly Positive,70%,17
208730,Game of Thrones ,Mostly Positive,71%,"1,094"
208740,Game of Thrones DLC - Beyond the Wall (Blood Bound),Positive,80%,30
208741,Game of Thrones - Weapon Pack,Positive,91%,12
208742,Game of Thrones - Dog Pack,Mostly Positive,76%,13
208750,Apotheon,Very Positive,90%,"1,987"
